protein_id	ElementSymbol
cohort_merged__DRR171668__k141_10310::12::12741::13664::-	cblA
cohort_merged__DRR171668__k141_77625::2::318::947::-	catA
cohort_merged__DRR171670__k141_54234::4::2954::4414::-	lsa
cohort_merged__DRR171671__k141_16561::1::494::1291::+	blaOXA
cohort_merged__DRR171671__k141_80310::3::2562::3428::+	bla
cohort_merged__DRR171671__k141_83266::6::2483::3124::+	catA
cohort_merged__DRR171673__k141_142609::2::492::905::-	arr
cohort_merged__DRR171673__k141_163461::47::49672::50553::+	bla
cohort_merged__DRR171673__k141_45254::1::30::671::-	catA
cohort_merged__DRR171673__k141_51916::3::844::1293::-	aac(6')
cohort_merged__DRR171674__k141_48422::4::1169::1810::-	vat
cohort_merged__DRR171676__k141_135438::48::63289::64332::+	bla
cohort_merged__DRR171678__k141_149162::4::2396::3292::+	bla
cohort_merged__DRR171678__k141_159313::4::3912::4799::+	bla
cohort_merged__DRR171681__k141_14986::2::425::1033::+	vanX-D
cohort_merged__DRR171681__k141_16199::2::121::1917::+	blaR1
cohort_merged__DRR171681__k141_16693::13::12855::14654::-	blaR1
cohort_merged__DRR171681__k141_57721::2::160::1131::+	vanH-B
cohort_merged__DRR171681__k141_57721::3::1124::2152::+	vanB
cohort_merged__DRR171681__k141_57721::4::2158::2766::+	vanX-B
cohort_merged__DRR171681__k141_66419::2::454::1113::+	vanR-B
cohort_merged__DRR171682__k141_36377::1::163::858::+	vanR
cohort_merged__DRR171682__k141_43745::6::5264::7333::+	vanT
cohort_merged__DRR171684__k141_110799::1::100::1710::-	tet(Q)
cohort_merged__DRR171686__k141_160387::41::42274::42903::-	catA
cohort_merged__DRR171688__k141_21755::1::934::1821::-	bla
cohort_merged__DRR171688__k141_38387::12::14697::16232::+	blaR1
cohort_merged__DRR171690__k141_104371::58::46961::47728::-	erm(G)
cohort_merged__DRR171690__k141_2313::13::14636::16729::-	vanT
cohort_merged__DRR171690__k141_24321::6::2264::2923::-	vat
cohort_merged__DRR171690__k141_43955::2::931::2031::+	bla
cohort_merged__DRR171691__k141_31611::1::87::1355::+	mef(A)
cohort_merged__DRR171693__k141_11062::9::3736::4362::-	vat
cohort_merged__DRR171693__k141_56488::16::24647::26125::-	lsa
cohort_merged__DRR171694__k141_106385::1::102::1661::+	bla
cohort_merged__DRR171697__k141_105049::2::365::1831::-	aac(6')-Ie/aph(2'')-If2
cohort_merged__DRR171698__k141_113076::2::550::1521::-	vanH-D
cohort_merged__DRR171700__k141_52396::3::2061::3122::+	vanG
cohort_merged__DRR171700__k141_74407::3::491::1264::-	ant(9)
cohort_merged__DRR171701__k141_164751::3::1904::2680::+	aph(3')
cohort_merged__DRR171701__k141_278682::86::99186::99995::+	aac(6')
cohort_merged__DRR171703__k141_41911::8::6268::7317::-	vanG
cohort_merged__DRR171705__k141_4078::16::12439::13206::+	aac(6')
cohort_merged__DRR171707__k141_103919::17::14532::15218::+	vanR
cohort_merged__DRR171707__k141_10423::2::416::1123::-	vanR
cohort_merged__DRR171707__k141_3038::2::71::730::-	ere(D)
cohort_merged__DRR171707__k141_8411::2::1191::1838::-	ere(D)
cohort_merged__DRR171708__k141_21766::5::2061::2573::+	erm(52)
cohort_merged__DRR171708__k141_74769::4::3355::3864::+	fosA7
cohort_merged__DRR171710__k141_103740::3::1303::2526::+	vanG
cohort_merged__DRR171710__k141_103740::4::2511::4670::+	vanT
cohort_merged__DRR171710__k141_12214::19::18739::19431::+	vanR
cohort_merged__DRR171710__k141_12214::23::22599::24710::+	vanT
cohort_merged__DRR171710__k141_138959::2::111::818::-	vanR
cohort_merged__DRR171710__k141_16498::3::2050::3201::+	vanG
cohort_merged__DRR171710__k141_24712::94::86463::87356::-	bla
cohort_merged__DRR171710__k141_41834::5::6828::7649::-	vanW
cohort_merged__DRR171710__k141_41834::7::8873::9562::-	vanR
cohort_merged__DRR171710__k141_50155::1::312::1001::-	vanR
cohort_merged__DRR171710__k141_55859::2::596::1237::+	vat
cohort_merged__DRR171710__k141_68060::7::4520::5143::-	catA
cohort_merged__DRR171710__k141_71810::3::631::2424::-	blaR1
cohort_merged__DRR171710__k141_95572::8::8081::8776::+	vanR
cohort_merged__DRR171710__k141_98602::3::2220::2852::-	catA
cohort_merged__DRR171710__k141_98995::2::1104::1733::-	catA
cohort_merged__DRR171711__k141_14316::1::49::789::+	catA
cohort_merged__DRR171712__k141_219012::36::37293::38204::+	bla
cohort_merged__DRR171712__k141_68786::10::4840::5475::-	vat
cohort_merged__DRR171712__k141_92190::2::195::653::+	catP
cohort_merged__DRR171713__k141_110911::2::386::2332::-	tet(O)
cohort_merged__DRR171713__k141_90800::2::385::1191::-	blaOXA-926
cohort_merged__DRR171719__k141_44898::4::2133::2828::+	vanR
cohort_merged__DRR171720__k141_11088::2::1642::2544::+	bla
cohort_merged__DRR171722__k141_75170::2::707::1027::+	sat4
cohort_merged__DRR171723__k141_16495::42::32859::33554::+	vanR
cohort_merged__DRR171724__k141_86160::3::1016::1861::+	cfr(C)
cohort_merged__DRR171724__k141_90350::5::2849::3685::+	vanR
cohort_merged__DRR171727__k141_20792::1::90::1583::-	lsa(D)
cohort_merged__DRR171729__k141_28558::15::12184::12600::+	fosA
cohort_merged__DRR171729__k141_50650::2::518::1387::-	bla
cohort_merged__DRR171729__k141_74687::488::510461::511126::-	qnrE
cohort_merged__DRR171730__k141_38770::1::136::837::-	blaOXA
cohort_merged__DRR171731__k141_135292::3::1640::2047::+	fosA
cohort_merged__DRR171731__k141_6678::5::2979::3767::-	blaOXA-486
cohort_merged__DRR171737__k141_28678::37::41518::42435::-	blaROB-1
cohort_merged__DRR171738__k141_111179::3::1270::2325::-	vanG
cohort_merged__DRR171744__k141_145324::1::40::513::+	aac(6')
cohort_merged__DRR171748__k141_80388::2::735::1958::-	vanT
cohort_merged__DRR171749__k141_60718::3::1513::2445::+	bla
cohort_merged__DRR171750__k141_198376::2::1390::2025::+	vat
cohort_merged__DRR171753__k141_67204::1::121::1692::+	tet(Q)
cohort_merged__DRR171756__k141_114600::7::9580::10017::+	aac(6')
cohort_merged__DRR171756__k141_138872::17::15067::15765::+	vanR
cohort_merged__DRR171756__k141_138872::21::18793::20874::+	vanT
cohort_merged__DRR171756__k141_210851::2::1116::1742::-	catA
cohort_merged__DRR171756__k141_274194::3::1106::1540::-	aac(6')
cohort_merged__DRR171756__k141_280293::3::2847::3914::-	vanG
cohort_merged__DRR171756__k141_280293::4::3892::4746::-	vanW
cohort_merged__DRR171756__k141_69022::2::753::1787::+	vanG
cohort_merged__DRR171756__k141_9991::2::662::1096::+	aac(6')
cohort_merged__DRR171757__k141_151792::3::1561::2082::+	ant(6)-Ia
cohort_merged__DRR171757__k141_72578::5::2391::2825::+	aac(6')
cohort_merged__DRR171760__k141_44719::14::18396::20156::-	blaR1
cohort_merged__DRR171762__k141_137280::14::10523::11377::-	bla
cohort_merged__DRR171762__k141_154184::8::6236::7945::+	bla
cohort_merged__DRR171763__k141_49879::3::1236::2015::-	tet(40)
cohort_merged__DRR171764__k141_27884::8::11535::12428::+	bla
cohort_merged__DRR171764__k141_75818::2::560::997::+	aac(6')
cohort_merged__DRR171765__k141_111828::94::93392::96049::-	oqxB
cohort_merged__DRR171765__k141_113046::2::497::997::+	erm(F)
cohort_merged__DRR171765__k141_73759::3::1378::1977::-	cblA
cohort_merged__DRR171766__k141_4914::4::1682::3478::+	blaR1
cohort_merged__DRR171767__k141_60296::2::382::1293::+	blaR1
cohort_merged__DRR171767__k141_98445::1::154::1215::+	vanG
cohort_merged__DRR171768__k141_139088::2::1283::1984::+	vanR
cohort_merged__DRR171768__k141_195453::1::60::761::+	vanR
cohort_merged__DRR171768__k141_66122::2::112::810::-	vanR
cohort_merged__DRR171770__k141_7746::3::2225::2659::-	aac(6')
cohort_merged__DRR171772__k141_6609::4::1529::1828::+	aac(6')
cohort_merged__DRR171773__k141_70989::2::229::2289::+	bla
cohort_merged__DRR171774__k141_4462::37::44451::45173::-	bla
cohort_merged__DRR171776__k141_78056::2::634::1311::+	catA
cohort_merged__DRR171779__k141_106564::20::20663::21607::+	bla
cohort_merged__DRR171779__k141_46333::1::46::1539::+	msr(D)
cohort_merged__DRR171780__k141_23341::2::883::2046::+	vanG
cohort_merged__DRR171781__k141_127221::7::4291::4578::+	arr
cohort_merged__DRR171781__k141_47045::5::2558::4357::+	blaR1
cohort_merged__DRR171781__k141_71187::2::1018::2085::+	vanG
cohort_merged__DRR171782__k141_68240::4::2069::3535::+	lsa
cohort_merged__DRR171783__k141_49647::6::7388::8305::-	bla
cohort_merged__DRR171785__k141_106086::2::157::846::+	vanR
cohort_merged__DRR171785__k141_14928::4::1527::2000::+	npmA
cohort_merged__DRR171787__k141_116682::2::179::868::-	vanR
cohort_merged__DRR171791__k141_15675::31::34560::36698::-	vanT
cohort_merged__DRR171791__k141_15675::33::37452::38504::-	vanG
cohort_merged__DRR171791__k141_15675::34::38494::39327::-	vanW
cohort_merged__DRR171791__k141_15675::35::39464::40567::-	vanS
cohort_merged__DRR171791__k141_15675::36::40560::41258::-	vanR
cohort_merged__DRR171793__k141_130969::2::784::1308::-	nim
cohort_merged__DRR171793__k141_86300::51::62255::63160::-	bla
cohort_merged__DRR171795__k141_69077::8::4931::5857::-	bla
cohort_merged__DRR171795__k141_99640::4::5908::6630::+	mef(En2)
cohort_merged__DRR171796__k141_10277::2::378::1091::+	aadE
cohort_merged__DRR171796__k141_47964::4::1295::3178::-	blaR1
cohort_merged__DRR171796__k141_56869::2::694::1170::+	aph(2'')-IIa
cohort_merged__DRR171802__k141_40270::3::1181::3121::+	tet(S)
cohort_merged__DRR171804__k141_62946::5::5302::7101::-	blaR1
cohort_merged__DRR171804__k141_76860::2::294::1544::+	vanT
cohort_merged__DRR171806__k141_32199::8::8957::9916::+	bla
cohort_merged__DRR171809__k141_75704::1::659::1639::+	tet(W)
cohort_merged__DRR171816__k141_1201::2::139::1746::-	tet(M)
cohort_merged__DRR171817__k141_89072::2::401::1192::+	sul3
cohort_merged__DRR171817__k141_89072::4::2372::2704::-	qacL
cohort_merged__DRR171821__k141_125441::2::284::985::+	vanR
cohort_merged__DRR171821__k141_172958::1::192::887::+	vanR
cohort_merged__DRR171821__k141_36603::1::87::995::+	bla
cohort_merged__DRR171825__k141_56657::34::37659::38630::+	bla
cohort_merged__DRR171826__k141_120619::1::137::1357::+	bla
cohort_merged__DRR171828__k141_5084::2::1193::1885::+	vanR
cohort_merged__DRR171828__k141_51813::1::287::1207::+	bla
cohort_merged__DRR171828__k141_84771::3::1793::2227::+	aac(6')
cohort_merged__DRR171828__k141_99635::2::547::1248::+	vanR
cohort_merged__DRR171829__k141_28852::6::3263::3964::-	ant(6)-Ia
cohort_merged__DRR171829__k141_6163::15::12148::13326::-	vanT
cohort_merged__DRR171831__k141_127305::17::15958::17757::-	blaR1
cohort_merged__DRR171842__k141_39145::11::13640::14266::+	vat
cohort_merged__DRR171842__k141_7443::2::784::2739::-	tet
cohort_merged__DRR171844__k141_17468::2::274::1053::+	erm(52)
cohort_merged__DRR171845__k141_12031::3::1443::2387::+	erm(F)
cohort_merged__DRR171849__k141_14486::1::33::584::+	sat4
cohort_merged__DRR171849__k141_30001::2::413::1519::-	vanG
cohort_merged__DRR171849__k141_88833::1::153::698::+	erm(49)
cohort_merged__DRR171850__k141_56609::17::12303::13472::-	bla
cohort_merged__DRR171850__k141_81353::7::7144::8400::+	bla
cohort_merged__DRR171850__k141_87524::11::20540::21427::-	bla
cohort_merged__DRR171851__k141_65938::1::213::1022::+	blaOXA
cohort_merged__DRR171852__k141_43686::2::546::1709::-	vanG
cohort_merged__DRR171854__k141_87155::2::223::1176::+	aac(6')-Ie
cohort_merged__DRR171856__k141_60928::16::13774::14409::-	vat
cohort_merged__DRR171857__k141_33782::2::712::1722::-	tet(44)
cohort_merged__DRR171858__k141_75983::34::40031::40726::+	vanR
cohort_merged__DRR171859__k141_53141::1::29::724::+	vanR
cohort_merged__DRR171859__k141_86756::20::18053::18961::+	blaMUN-1
cohort_merged__DRR171860__k141_114485::17::18192::18830::+	catA
cohort_merged__DRR171860__k141_123383::1::25::822::+	blaOXA
cohort_merged__DRR171860__k141_33783::49::57375::58274::+	bla
cohort_merged__DRR171860__k141_93592::4::7996::8631::+	catA
cohort_merged__DRR171862__k141_202430::3::1255::2304::-	vanG
cohort_merged__DRR171862__k141_202430::4::2301::3119::-	vanW
cohort_merged__DRR171862__k141_202430::6::4343::5032::-	vanR
cohort_merged__DRR171866__k141_11839::94::82396::82869::-	dfrA1
cohort_merged__DRR171866__k141_50100::4::2419::3540::-	vanT
cohort_merged__DRR171866__k141_50100::7::5300::6415::-	vanG
cohort_merged__DRR171867__k141_51848::2::99::923::-	vanW
cohort_merged__DRR171870__k141_3731::6::5380::7038::+	blaR1
cohort_merged__DRR171870__k141_58657::20::16516::17997::-	lsa
cohort_merged__DRR171871__k141_106348::2::623::1327::-	vanR
cohort_merged__DRR171873__k141_48184::16::18904::19800::+	bla
cohort_merged__DRR171874__k141_30477::3::1808::2509::+	vanR
cohort_merged__DRR171874__k141_42514::2::575::916::+	arr
cohort_merged__DRR171874__k141_44129::1::113::1006::+	sul2
cohort_merged__DRR171874__k141_88226::2::741::2657::-	blaR1
cohort_merged__DRR171875__k141_6139::5::2739::3152::+	arr
cohort_merged__DRR171877__k141_114381::2::148::1170::-	blaR1
cohort_merged__DRR171878__k141_118937::7::8697::9587::+	bla
cohort_merged__DRR171878__k141_49166::11::4771::5664::-	bla
cohort_merged__DRR171880__k141_95865::2::1164::2567::+	tet(W)
cohort_merged__DRR171881__k141_56424::2::566::1525::-	bla
cohort_merged__DRR171884__k141_8765::1::129::755::-	vanX
cohort_merged__DRR171885__k141_153563::17::21276::22313::+	bla
cohort_merged__DRR171885__k141_635::24::19717::21135::+	aac(6')-Ie
cohort_merged__DRR171886__k141_114099::2::25::666::-	aph(2'')-If
cohort_merged__DRR171886__k141_116882::52::49616::50074::+	aac(6')
cohort_merged__DRR171886__k141_12001::5::2227::2643::-	fosA
cohort_merged__DRR171886__k141_31663::3::2806::3681::-	blaCTX-M
cohort_merged__DRR171886__k141_93246::1::16::435::+	sat4
cohort_merged__DRR171887__k141_92235::2::82::1122::-	vanG
cohort_merged__DRR171889__k141_14822::2::603::1697::+	vanG
cohort_merged__DRR171889__k141_64747::1::8::1591::-	tet(W)
cohort_merged__DRR171890__k141_15718::3::950::1741::+	mef(A)
cohort_merged__DRR171892__k141_161305::6::4908::5426::-	cfxA6
cohort_merged__DRR171892__k141_46619::1::117::641::-	cfxA6
cohort_merged__DRR171892__k141_60685::2::703::1401::+	vanR
cohort_merged__DRR171892__k141_8523::1::71::1267::+	vanT
cohort_merged__DRR171894__k141_55689::16::15921::16952::-	bla
cohort_merged__DRR171895__k141_36876::2::144::848::+	vanR
cohort_merged__DRR171899__k141_26007::10::7199::7894::+	vanR
cohort_merged__DRR171899__k141_76494::1::274::1110::+	vanW
cohort_merged__DRR171899__k141_78604::2::176::2248::+	vanT
cohort_merged__DRR171900__k141_53050::1::48::1163::+	bla
cohort_merged__DRR171904__k141_183924::1::134::1186::+	vanG
cohort_merged__DRR171904__k141_203753::5::1655::2356::-	vanR
cohort_merged__DRR171904__k141_238936::8::6350::8482::-	vanT
cohort_merged__DRR171904__k141_38682::2::1009::1704::-	vanR
cohort_merged__DRR171904__k141_42376::3::1431::2471::-	vanG
cohort_merged__DRR171905__k141_47679::3::1404::1865::-	arr
cohort_merged__DRR171907__k141_103116::3::1936::4053::+	vanT
cohort_merged__DRR171909__k141_5274::6::4721::5407::-	bla
cohort_merged__DRR171911__k141_26497::2::145::1050::+	bla
cohort_merged__DRR171913__k141_114297::12::12289::12987::+	vanR
cohort_merged__DRR171913__k141_14659::20::16572::17360::+	aph(3')
cohort_merged__DRR171913__k141_154628::3::752::1204::-	aac(6')
cohort_merged__DRR171913__k141_164638::2::832::1647::+	blaOXA
cohort_merged__DRR171913__k141_169735::3::3147::4049::+	bla
cohort_merged__DRR171913__k141_231080::2::197::1729::-	lsa
cohort_merged__DRR171913__k141_233973::5::4215::5138::-	bla
cohort_merged__DRR171913__k141_47738::5::3705::4481::-	vanR
cohort_merged__DRR171913__k141_60629::1::278::901::+	catA
cohort_merged__DRR171915__k141_193157::2::941::1867::+	bla
cohort_merged__DRR171915__k141_214964::25::22855::24669::+	blaR1
cohort_merged__DRR171915__k141_60383::6::4712::5620::+	bla
cohort_merged__DRR171915__k141_61773::3::1409::2521::+	vanT
cohort_merged__DRR171919__k141_34796::5::3575::5521::+	tet(W)
cohort_merged__DRR171919__k141_62746::4::1551::2504::+	bla
cohort_merged__DRR171920__k141_128305::1::124::939::+	aph(3')
cohort_merged__DRR171920__k141_56780::2::373::1086::+	catA
cohort_merged__DRR171921__k141_130278::1::228::782::+	aadE
cohort_merged__DRR171922__k141_157606::1::22::717::+	vanR
cohort_merged__DRR171923__k141_192711::3::1749::2186::+	aac(6')
cohort_merged__DRR171924__k141_12279::1::363::1229::-	ant(6)
cohort_merged__DRR171925__k141_25777::1::30::479::-	aad9
cohort_merged__DRR171927__k141_64539::3::606::1946::-	blaR1
cohort_merged__DRR171927__k141_77082::6::2990::3988::+	aadS
cohort_merged__DRR171930__k141_108751::4::2977::3600::-	catA
cohort_merged__DRR171930__k141_140450::2::643::1683::+	tet(W)
cohort_merged__DRR171930__k141_160488::1::304::2424::-	vanT
cohort_merged__DRR171930__k141_166591::2::211::909::-	vanR
cohort_merged__DRR171930__k141_174332::11::12788::13573::-	aph(3')
cohort_merged__DRR171930__k141_175950::1::246::1376::-	vanS
cohort_merged__DRR171930__k141_175950::2::1369::2064::-	vanR
cohort_merged__DRR171930__k141_185074::4::2966::3658::+	vanR
cohort_merged__DRR171930__k141_192286::1::442::1173::+	vanR
cohort_merged__DRR171930__k141_263766::1::143::1966::-	blaR1
cohort_merged__DRR171930__k141_269791::86::108747::109619::+	bla
cohort_merged__DRR171930__k141_79502::42::41770::42465::+	vanR
cohort_merged__DRR171930__k141_79502::43::42470::43582::+	vanS
cohort_merged__DRR171930__k141_79502::45::44826::45857::+	vanA
cohort_merged__DRR171930__k141_79502::46::45863::46477::+	vanX
cohort_merged__DRR171930__k141_80109::38::39499::40329::+	vanW
cohort_merged__DRR171930__k141_91232::1::37::1170::-	vanT
cohort_merged__DRR171932__k141_143934::5::2989::3819::-	vanW
cohort_merged__DRR171932__k141_160356::7::5473::6291::-	vanR
cohort_merged__DRR171932__k141_91411::15::13335::15131::+	blaR1
cohort_merged__DRR171937__k141_85876::4::1765::2262::+	dfrA12
cohort_merged__DRR171940__k141_10498::2::193::888::-	vanR
cohort_merged__DRR171940__k141_1385::2::281::2077::-	blaR1
cohort_merged__DRR171940__k141_28130::2::739::1395::-	tet(X2)
cohort_merged__DRR171940__k141_6243::4::2258::3028::+	aph(3')
cohort_merged__DRR171941__k141_31680::4::2511::3134::+	catA
cohort_merged__DRR171943__k141_33807::1::354::1067::+	vanR
cohort_merged__DRR171943__k141_73597::34::36382::37005::+	catA
cohort_merged__DRR171944__k141_89204::3::1419::2072::+	catA
cohort_merged__DRR171947__k141_165867::43::42693::44153::-	lsa
cohort_merged__DRR171948__k141_48583::1::80::949::-	blaOXA
cohort_merged__DRR171951__k141_50904::2::474::899::+	fosA
cohort_merged__DRR171954__k141_137744::55::50705::51565::+	bla
cohort_merged__DRR171955__k141_139334::32::36054::37217::+	vanT
cohort_merged__DRR171955__k141_168039::2::342::1247::+	aph(2'')-IVa
cohort_merged__DRR171955__k141_23959::18::14920::16008::+	vanS
cohort_merged__DRR171956__k141_103568::6::4854::6722::-	vanR
cohort_merged__DRR171956__k141_2239::1::24::719::-	vanR
cohort_merged__DRR171957__k141_121093::29::30945::32741::-	blaR1
cohort_merged__DRR171958__k141_158180::1::36::527::+	fosXCC
cohort_merged__DRR171958__k141_174083::4::2234::2728::-	nimD
cohort_merged__DRR171958__k141_22599::6::4222::5967::-	blaR1
cohort_merged__DRR171958__k141_35421::24::21034::21534::-	cfxA
cohort_merged__DRR171959__k141_128180::3::1545::2009::-	aac(6')
cohort_merged__DRR171959__k141_21036::1::368::1951::-	tet(O)
cohort_merged__DRR171960__k141_134651::4::1462::1917::-	aac(6')
cohort_merged__DRR171960__k141_24181::4::2955::3650::-	vanR
cohort_merged__DRR171961__k141_130891::1::193::1098::+	aph(2'')-If
cohort_merged__DRR171964__k141_117576::1::819::1412::-	cfr(B)
cohort_merged__DRR171964__k141_119847::5::2939::3823::+	cdiA
cohort_merged__DRR171965__k141_28876::6::5059::5898::+	blaOXA
cohort_merged__DRR171967__k141_104017::1::163::852::+	vanR
cohort_merged__DRR171967__k141_133148::3::1046::1741::+	vanR
cohort_merged__DRR171967__k141_167467::4::2166::3467::-	aac(6')
cohort_merged__DRR171967__k141_20888::7::4583::5263::-	vanR
cohort_merged__DRR171967__k141_3851::2::696::1745::+	vanG
cohort_merged__DRR171967__k141_59582::3::1744::2439::-	vanR
cohort_merged__DRR171967__k141_80096::2::106::774::+	catA
cohort_merged__DRR171967__k141_80221::10::7301::8155::+	vanW
cohort_merged__DRR171969__k141_127020::40::44196::45014::+	blaOXA
cohort_merged__DRR171969__k141_55662::4::2450::3925::+	lsa
cohort_merged__DRR171971__k141_19119::4::2059::2457::-	vanR-D
cohort_merged__DRR171973__k141_21141::1::255::1166::+	ant(6)-Ia
cohort_merged__DRR171975__k141_120392::21::20054::20539::+	aac(6')
cohort_merged__DRR171975__k141_159497::2::195::1118::+	bla
cohort_merged__DRR171979__k141_74456::10::6893::7909::-	tet(M)
cohort_merged__DRR171980__k141_9495::3::1528::2223::+	vanR
cohort_merged__DRR171981__k141_41442::2::142::609::-	aac(6')
cohort_merged__DRR171982__k141_18027::1::201::971::+	erm(F)
cohort_merged__DRR171983__k141_97330::2::259::1047::-	bla
cohort_merged__DRR171984__k141_133656::3::1976::2941::-	cfxA
cohort_merged__DRR171984__k141_26746::8::8918::9556::-	catA
cohort_merged__DRR171984__k141_81635::13::12710::13612::-	bla
cohort_merged__DRR171985__k141_12240::5::1642::2871::-	mef(B)
cohort_merged__DRR171985__k141_82787::1::11::814::-	aac(3)-IVa
cohort_merged__DRR171988__k141_134884::2::375::1172::+	aph(3')
cohort_merged__DRR171989__k141_132667::2::423::2609::-	vanT
cohort_merged__DRR171989__k141_83169::1::851::1741::-	ant(6)
cohort_merged__DRR171990__k141_53429::8::5168::5848::+	mef(A)
cohort_merged__DRR171993__k141_144172::2::526::1566::+	vanG
cohort_merged__DRR171993__k141_21431::2::144::839::-	vanR
cohort_merged__DRR171993__k141_75928::2::417::1469::+	vanG
cohort_merged__DRR171993__k141_92480::2::402::1094::-	vanR
cohort_merged__DRR171994__k141_156505::2::648::1295::+	catA
cohort_merged__DRR171994__k141_81677::2::348::1007::-	catA
cohort_merged__DRR171996__k141_216457::7::4942::5664::-	vanR
cohort_merged__DRR171996__k141_76840::7::6973::7905::+	bla
cohort_merged__DRR171996__k141_94315::4::1150::1776::+	catA
cohort_merged__DRR171998__k141_43142::6::6276::6920::+	catA
cohort_merged__DRR171998__k141_97938::8::6258::7151::+	bla
cohort_merged__DRR172001__k141_48584::3::1448::1957::-	dfrA8
cohort_merged__DRR172002__k141_124847::2::1833::2468::-	catA
cohort_merged__DRR172002__k141_61510::9::7379::8800::-	blaR1
cohort_merged__DRR172004__k141_114820::3::994::1965::-	vanH-D
cohort_merged__DRR172007__k141_50390::3::1151::1483::+	dfrF
cohort_merged__DRR172008__k141_22605::1::1::804::-	cfr(C)
cohort_merged__DRR172008__k141_26632::4::2156::2977::+	aph(3')-Ib
cohort_merged__DRR172010__k141_13753::2::776::3655::+	tet(Q)
cohort_merged__DRR172013__k141_115263::16::11627::12322::-	vanR
cohort_merged__DRR172014__k141_101419::1::257::703::+	aac(6')
cohort_merged__DRR172014__k141_29224::2::579::2375::+	blaR1
cohort_merged__DRR172014__k141_31711::3::2631::3782::+	vanT
cohort_merged__DRR172014__k141_3796::2::248::877::+	catA
cohort_merged__DRR172014__k141_38643::3::2697::3416::+	vanR
cohort_merged__DRR172014__k141_7172::2::1021::1716::-	vanR
cohort_merged__DRR172015__k141_122265::2::332::1021::+	vanR
cohort_merged__DRR172015__k141_131833::4::2583::3674::-	vanY-D
cohort_merged__DRR172018__k141_103589::1::11::448::-	aac(6')
cohort_merged__DRR172018__k141_138896::2::165::797::+	catA
cohort_merged__DRR172018__k141_64182::4::2218::3267::+	vanG
cohort_merged__DRR172018__k141_64182::5::3319::5430::+	vanT
cohort_merged__DRR172018__k141_8994::4::2576::3196::+	catA
cohort_merged__DRR172019__k141_50005::5::3362::4033::-	aph(6)-Id
cohort_merged__DRR172021__k141_52394::1::331::1551::-	bla
